scenario_id,road_environment,road_type,pothole_depth,water_depth,ntu,weather,lighting,vehicle_speed,severity
SC1930,Rural,Asphalt,13,5,170,Rainy,Daylight,2.22,Moderate
SC1931,Urban,Dirt,13,3,128,Drizzle,Night_Dark,6.87,Moderate
SC1932,Rural,Dirt,20,1,210,Rainy,Daylight,11.61,Moderate
SC1933,Rural,Asphalt,14,2,110,Mist,Night_Streetlights,7.19,Moderate
SC1934,Urban,Dirt,5,2,281,Rainy,Night_Streetlights,3.59,Moderate
SC1935,Rural,Gravel,9,8,172,Foggy,Dawn,5.41,Moderate
SC1936,Urban,Gravel,20,2,84,Drizzle,Night_Dark,6.47,Moderate
SC1937,Urban,Dirt,12,5,171,Cloudy,Dusk,9.87,Moderate
SC1938,Rural,Mud,11,2,182,Foggy,Dusk,9.82,Moderate
SC1939,Urban,Mud,12,3,142,Mist,Night_Dark,7.63,Moderate
SC1940,Rural,Asphalt,17,4,182,Foggy,Dawn,2.81,Moderate
SC1941,Rural,Dirt,7,7,199,Foggy,Dusk,9.77,Moderate
SC1942,Urban,Gravel,20,7,137,Drizzle,Dawn,8.33,Moderate
SC1943,Rural,Gravel,20,17,287,Thunderstorm,Night_Dark,9.84,Extreme
SC1944,Rural,Gravel,11,10,128,Drizzle,Night_Dark,11.58,Severe
SC1945,Urban,Mud,11,8,209,Drizzle,Dawn,4.82,Moderate
SC1946,Rural,Dirt,14,4,106,Mist,Dawn,3.44,Moderate
SC1947,Urban,Asphalt,7,5,139,Mist,Night_Streetlights,9.76,Moderate
SC1948,Rural,Concrete,10,9,136,Mist,Night_Streetlights,9.58,Moderate
SC1949,Rural,Asphalt,11,11,275,Rainy,Dusk,6.53,Severe
SC1950,Urban,Concrete,8,0,163,Drizzle,Dawn,7.53,Low
SC1951,Urban,Gravel,5,5,191,Drizzle,Night_Streetlights,8.46,Moderate
SC1952,Urban,Dirt,6,5,152,Drizzle,Night_Dark,5.24,Moderate
SC1953,Urban,Mud,9,7,116,Foggy,Dawn,11.27,Moderate
SC1954,Urban,Concrete,10,3,11,Clear,Night_Dark,9.55,Low
SC1955,Rural,Gravel,15,2,63,Clear,Night_Streetlights,6.01,Low
SC1956,Rural,Asphalt,9,8,185,Mist,Night_Streetlights,2.89,Moderate
SC1957,Rural,Concrete,13,3,111,Cloudy,Dawn,2.57,Moderate
SC1958,Urban,Mud,20,1,5,Clear,Daylight,4.19,Low
SC1959,Urban,Concrete,15,10,349,Thunderstorm,Daylight,9.56,Extreme
SC1960,Urban,Dirt,20,0,206,Foggy,Dusk,7.5,Moderate
SC1961,Urban,Asphalt,11,3,249,Foggy,Dawn,6.91,Moderate
SC1962,Urban,Gravel,10,6,154,Foggy,Dusk,3.52,Moderate
SC1963,Rural,Asphalt,16,16,179,Drizzle,Night_Dark,3.6,Extreme
SC1964,Rural,Concrete,15,8,180,Drizzle,Daylight,3.19,Severe
SC1965,Rural,Gravel,17,6,23,Clear,Night_Streetlights,3.13,Moderate
SC1966,Urban,Dirt,11,9,174,Mist,Daylight,9.47,Severe
SC1967,Rural,Concrete,6,5,138,Drizzle,Night_Streetlights,7.67,Moderate
SC1968,Urban,Gravel,14,0,155,Foggy,Dawn,10.3,Low
SC1969,Urban,Gravel,15,14,220,Rainy,Night_Streetlights,8.02,Extreme
SC1970,Rural,Concrete,14,12,290,Rainy,Night_Dark,10.57,Extreme
SC1971,Urban,Concrete,5,0,112,Foggy,Dawn,10.57,Low
SC1972,Urban,Gravel,17,5,104,Drizzle,Night_Streetlights,2.54,Moderate
SC1973,Urban,Concrete,7,4,226,Rainy,Dusk,8.54,Moderate
SC1974,Urban,Gravel,9,4,58,Clear,Dusk,11.3,Low
SC1975,Urban,Concrete,20,5,81,Mist,Dawn,3.13,Moderate
SC1976,Rural,Concrete,13,4,255,Thunderstorm,Night_Dark,9.03,Moderate
SC1977,Urban,Dirt,11,1,130,Mist,Daylight,8.78,Low
SC1978,Urban,Asphalt,19,13,164,Rainy,Night_Streetlights,11.73,Extreme
SC1979,Urban,Mud,13,11,116,Mist,Dawn,9.19,Severe
SC1980,Rural,Concrete,11,3,88,Clear,Dusk,6.48,Moderate
SC1981,Urban,Asphalt,18,17,493,Thunderstorm,Night_Dark,9.03,Extreme
SC1982,Urban,Concrete,7,5,196,Drizzle,Dusk,10.21,Moderate
SC1983,Urban,Mud,9,5,168,Drizzle,Dusk,6.07,Moderate
SC1984,Rural,Mud,16,9,117,Drizzle,Night_Streetlights,10.14,Severe
SC1985,Rural,Dirt,7,4,115,Drizzle,Night_Streetlights,5.33,Moderate
SC1986,Rural,Gravel,10,0,207,Rainy,Night_Dark,7.06,Low
SC1987,Rural,Concrete,9,3,201,Foggy,Daylight,2.82,Moderate
SC1988,Urban,Dirt,6,4,126,Foggy,Night_Dark,7.75,Moderate
SC1989,Urban,Gravel,15,15,94,Mist,Daylight,5.25,Extreme
SC1990,Rural,Gravel,12,9,189,Foggy,Night_Streetlights,9.5,Severe
SC1991,Urban,Asphalt,9,3,171,Mist,Night_Streetlights,2.01,Moderate
SC1992,Urban,Mud,7,4,181,Rainy,Daylight,9.56,Moderate
SC1993,Urban,Gravel,11,0,104,Foggy,Dawn,2.31,Low
SC1994,Urban,Asphalt,7,4,165,Cloudy,Dawn,11.51,Moderate
SC1995,Rural,Dirt,5,5,156,Mist,Night_Streetlights,5.0,Moderate
SC1996,Rural,Dirt,18,18,172,Cloudy,Dusk,8.35,Extreme
SC1997,Urban,Mud,6,3,120,Mist,Night_Streetlights,5.51,Low
SC1998,Rural,Gravel,8,6,426,Thunderstorm,Night_Streetlights,7.87,Severe
SC1999,Rural,Gravel,6,3,97,Clear,Night_Streetlights,11.06,Low
SC2000,Rural,Dirt,7,3,124,Foggy,Dawn,6.55,Low
SC2001,Urban,Gravel,6,2,179,Foggy,Night_Streetlights,7.53,Low
SC2002,Urban,Dirt,8,0,132,Foggy,Night_Streetlights,7.93,Low
SC2003,Rural,Asphalt,10,7,35,Clear,Night_Dark,8.97,Moderate
SC2004,Urban,Dirt,8,8,205,Drizzle,Night_Dark,3.74,Moderate
SC2005,Rural,Dirt,6,2,403,Thunderstorm,Daylight,5.31,Moderate
SC2006,Urban,Asphalt,11,7,374,Thunderstorm,Dawn,4.49,Severe
SC2007,Urban,Dirt,6,2,296,Thunderstorm,Night_Streetlights,4.23,Moderate
SC2008,Rural,Mud,8,1,92,Cloudy,Night_Streetlights,3.39,Low
SC2009,Urban,Mud,16,13,125,Rainy,Night_Streetlights,9.08,Severe
SC2010,Urban,Gravel,6,2,231,Rainy,Night_Streetlights,7.57,Moderate
SC2011,Urban,Dirt,13,10,45,Clear,Dawn,6.75,Moderate
SC2012,Urban,Mud,5,1,72,Cloudy,Dawn,7.7,Low
SC2013,Rural,Concrete,16,8,141,Mist,Night_Dark,2.67,Moderate
SC2014,Rural,Concrete,6,1,25,Clear,Night_Dark,3.47,Low
SC2015,Rural,Concrete,6,4,100,Clear,Dusk,2.12,Moderate
SC2016,Rural,Mud,5,2,135,Foggy,Night_Dark,5.2,Low
SC2017,Rural,Concrete,11,10,371,Thunderstorm,Daylight,6.78,Extreme
SC2018,Urban,Concrete,7,2,82,Cloudy,Night_Streetlights,10.58,Low
SC2019,Urban,Concrete,7,2,183,Rainy,Night_Dark,8.27,Low
SC2020,Rural,Dirt,18,1,160,Cloudy,Dusk,2.43,Moderate
SC2021,Rural,Gravel,16,12,57,Clear,Daylight,8.06,Severe
SC2022,Urban,Concrete,18,5,181,Rainy,Night_Dark,7.99,Moderate
SC2023,Rural,Gravel,18,0,356,Thunderstorm,Dawn,2.66,Moderate
SC2024,Urban,Asphalt,16,8,350,Thunderstorm,Dawn,4.81,Severe
SC2025,Rural,Gravel,15,9,468,Thunderstorm,Night_Dark,11.48,Extreme
SC2026,Rural,Mud,9,7,206,Rainy,Night_Dark,2.91,Moderate
SC2027,Rural,Dirt,7,4,168,Foggy,Night_Dark,11.34,Moderate
SC2028,Urban,Gravel,12,9,128,Drizzle,Dusk,5.49,Moderate
SC2029,Urban,Gravel,18,8,317,Thunderstorm,Dusk,7.98,Severe
SC2030,Urban,Concrete,11,10,425,Thunderstorm,Dusk,5.61,Extreme
SC2031,Rural,Mud,10,1,124,Cloudy,Night_Streetlights,8.39,Low
SC2032,Rural,Concrete,16,7,150,Cloudy,Night_Streetlights,6.84,Moderate
SC2033,Rural,Gravel,9,4,118,Foggy,Dusk,4.53,Moderate
SC2034,Rural,Dirt,11,4,63,Clear,Dawn,6.55,Moderate
SC2035,Rural,Mud,18,6,168,Foggy,Night_Dark,2.51,Moderate
SC2036,Rural,Dirt,20,13,199,Foggy,Dawn,5.13,Extreme
SC2037,Urban,Concrete,6,0,8,Clear,Dusk,4.77,Low
SC2038,Rural,Mud,18,6,60,Cloudy,Dawn,10.91,Moderate
SC2039,Urban,Mud,15,8,36,Clear,Dawn,6.3,Moderate
SC2040,Urban,Concrete,13,8,190,Foggy,Night_Dark,10.41,Severe
SC2041,Urban,Concrete,15,7,143,Foggy,Night_Dark,10.06,Moderate
SC2042,Urban,Dirt,5,1,123,Foggy,Night_Dark,7.71,Low
SC2043,Rural,Mud,8,1,313,Thunderstorm,Night_Streetlights,10.45,Moderate
SC2044,Urban,Concrete,10,2,176,Rainy,Night_Dark,4.79,Moderate
SC2045,Urban,Asphalt,18,18,190,Mist,Dusk,8.0,Extreme
SC2046,Rural,Dirt,8,1,154,Cloudy,Daylight,9.12,Low
SC2047,Urban,Dirt,17,0,149,Mist,Night_Streetlights,9.65,Low
SC2048,Rural,Concrete,15,10,125,Rainy,Night_Dark,6.99,Severe
SC2049,Rural,Mud,11,5,286,Thunderstorm,Night_Streetlights,9.03,Moderate
SC2050,Rural,Mud,11,3,130,Cloudy,Night_Streetlights,5.53,Moderate
SC2051,Urban,Gravel,12,6,156,Mist,Dusk,10.78,Moderate
SC2052,Urban,Asphalt,19,0,129,Mist,Dawn,7.72,Low
SC2053,Rural,Gravel,18,14,54,Clear,Night_Streetlights,2.89,Severe
SC2054,Rural,Gravel,16,8,172,Cloudy,Dusk,3.58,Severe
SC2055,Urban,Concrete,17,11,262,Thunderstorm,Dawn,9.61,Extreme
SC2056,Urban,Asphalt,6,2,10,Clear,Night_Dark,7.25,Low
SC2057,Rural,Gravel,9,6,121,Cloudy,Dusk,10.71,Moderate
SC2058,Urban,Concrete,10,8,137,Rainy,Dusk,4.32,Moderate
SC2059,Urban,Asphalt,14,8,220,Foggy,Daylight,11.42,Severe
SC2060,Urban,Concrete,7,1,98,Clear,Daylight,3.02,Low
SC2061,Urban,Concrete,16,5,289,Thunderstorm,Night_Streetlights,7.34,Moderate
SC2062,Urban,Concrete,15,5,446,Thunderstorm,Dawn,4.72,Severe
SC2063,Urban,Asphalt,10,0,240,Rainy,Daylight,3.56,Low
SC2064,Urban,Concrete,16,8,368,Thunderstorm,Night_Dark,4.46,Severe
SC2065,Urban,Concrete,10,10,157,Mist,Daylight,9.55,Severe
SC2066,Rural,Asphalt,14,7,175,Cloudy,Dawn,8.78,Moderate
SC2067,Rural,Dirt,16,12,164,Foggy,Night_Streetlights,7.23,Severe
SC2068,Urban,Dirt,9,0,152,Foggy,Night_Streetlights,2.73,Low
SC2069,Rural,Gravel,18,12,48,Clear,Night_Dark,5.0,Severe
SC2070,Rural,Asphalt,5,1,231,Rainy,Daylight,9.75,Low
SC2071,Rural,Concrete,9,4,351,Thunderstorm,Night_Dark,4.44,Moderate
SC2072,Urban,Asphalt,20,12,239,Rainy,Dusk,9.13,Extreme
SC2073,Urban,Gravel,18,1,182,Rainy,Daylight,11.48,Moderate
SC2074,Rural,Asphalt,16,14,178,Drizzle,Dawn,10.87,Extreme
SC2075,Urban,Dirt,16,16,241,Foggy,Dusk,6.77,Extreme
SC2076,Urban,Dirt,11,4,209,Drizzle,Dusk,3.66,Moderate
SC2077,Urban,Asphalt,13,0,83,Mist,Night_Dark,7.1,Low
SC2078,Rural,Mud,17,10,78,Clear,Night_Streetlights,6.6,Severe
SC2079,Rural,Mud,6,6,212,Drizzle,Dusk,7.86,Moderate
SC2080,Rural,Dirt,6,5,319,Rainy,Night_Dark,7.48,Moderate
SC2081,Urban,Mud,15,14,118,Cloudy,Night_Streetlights,3.44,Extreme
SC2082,Urban,Concrete,13,6,156,Foggy,Night_Streetlights,2.42,Moderate
SC2083,Urban,Gravel,18,18,99,Cloudy,Daylight,6.18,Extreme
SC2084,Rural,Concrete,13,3,100,Foggy,Night_Dark,11.91,Moderate
SC2085,Urban,Concrete,7,3,199,Drizzle,Night_Streetlights,11.15,Moderate
SC2086,Rural,Concrete,19,10,78,Clear,Dawn,9.28,Severe
SC2087,Rural,Gravel,15,10,214,Drizzle,Night_Dark,3.56,Severe
SC2088,Rural,Mud,12,3,458,Thunderstorm,Night_Dark,2.22,Severe
SC2089,Rural,Dirt,14,7,183,Drizzle,Night_Dark,2.51,Moderate
SC2090,Rural,Mud,8,2,392,Thunderstorm,Dusk,4.24,Moderate
SC2091,Urban,Concrete,8,8,249,Rainy,Daylight,5.63,Moderate
SC2092,Rural,Dirt,14,1,162,Foggy,Dusk,3.62,Moderate
SC2093,Urban,Dirt,6,3,353,Thunderstorm,Dusk,10.15,Moderate
SC2094,Rural,Concrete,15,11,150,Rainy,Dawn,5.08,Severe
SC2095,Rural,Dirt,11,6,230,Rainy,Night_Dark,10.49,Moderate
SC2096,Urban,Gravel,15,5,183,Foggy,Daylight,7.93,Moderate
SC2097,Urban,Asphalt,5,1,69,Clear,Dawn,6.29,Low
SC2098,Urban,Asphalt,20,5,4,Clear,Dawn,3.33,Moderate
SC2099,Rural,Gravel,7,0,101,Mist,Night_Dark,10.93,Low
SC2100,Urban,Gravel,7,0,78,Clear,Night_Dark,2.0,Low
SC2101,Urban,Concrete,8,4,271,Rainy,Night_Streetlights,4.91,Moderate
SC2102,Urban,Mud,14,2,266,Thunderstorm,Night_Dark,6.62,Moderate
SC2103,Urban,Gravel,8,7,157,Mist,Night_Dark,4.24,Moderate
SC2104,Urban,Gravel,10,7,235,Rainy,Dusk,5.59,Moderate
SC2105,Rural,Mud,18,7,159,Drizzle,Night_Streetlights,8.66,Moderate
SC2106,Urban,Concrete,9,0,140,Rainy,Daylight,2.59,Low
SC2107,Urban,Asphalt,9,2,92,Clear,Night_Streetlights,2.73,Low
SC2108,Rural,Gravel,20,13,204,Foggy,Daylight,3.23,Extreme
SC2109,Rural,Mud,20,20,84,Mist,Daylight,5.64,Extreme
SC2110,Urban,Dirt,6,0,144,Drizzle,Dawn,5.9,Low
SC2111,Rural,Dirt,15,14,97,Mist,Night_Streetlights,10.16,Severe
SC2112,Rural,Dirt,10,0,472,Thunderstorm,Night_Dark,9.83,Moderate
SC2113,Rural,Gravel,15,4,5,Clear,Night_Streetlights,10.84,Moderate
SC2114,Rural,Concrete,10,6,89,Drizzle,Daylight,9.71,Moderate
SC2115,Rural,Gravel,16,10,250,Thunderstorm,Night_Dark,3.05,Severe
SC2116,Urban,Mud,15,8,150,Cloudy,Daylight,10.9,Moderate
SC2117,Urban,Mud,19,18,260,Rainy,Dawn,4.9,Extreme
SC2118,Urban,Dirt,5,3,96,Drizzle,Dusk,6.75,Low
SC2119,Rural,Dirt,12,5,157,Foggy,Night_Dark,6.49,Moderate
SC2120,Urban,Gravel,13,6,317,Thunderstorm,Daylight,2.04,Severe
SC2121,Urban,Concrete,12,6,50,Cloudy,Night_Streetlights,6.3,Moderate
SC2122,Rural,Asphalt,18,0,228,Foggy,Night_Dark,10.69,Moderate
SC2123,Urban,Gravel,11,8,289,Rainy,Night_Dark,7.52,Severe
SC2124,Urban,Asphalt,15,5,259,Rainy,Night_Dark,8.56,Moderate
SC2125,Rural,Asphalt,12,7,2,Clear,Dusk,2.99,Moderate
SC2126,Urban,Gravel,13,6,100,Mist,Dusk,11.06,Moderate
SC2127,Urban,Concrete,14,4,218,Drizzle,Dawn,8.92,Moderate
SC2128,Urban,Asphalt,5,1,66,Cloudy,Dawn,9.79,Low
SC2129,Urban,Gravel,15,3,64,Clear,Night_Streetlights,9.66,Moderate
SC2130,Rural,Mud,20,19,171,Foggy,Dawn,9.85,Extreme
SC2131,Urban,Gravel,17,6,219,Drizzle,Daylight,11.45,Moderate
SC2132,Urban,Asphalt,9,5,20,Clear,Daylight,7.22,Moderate
SC2133,Urban,Mud,5,2,219,Rainy,Dusk,9.93,Moderate
SC2134,Urban,Dirt,17,6,292,Thunderstorm,Night_Dark,3.9,Severe
SC2135,Urban,Dirt,20,17,178,Mist,Daylight,6.58,Extreme
SC2136,Rural,Gravel,6,3,98,Cloudy,Dawn,2.04,Low
SC2137,Urban,Gravel,15,13,175,Mist,Dusk,10.38,Extreme
SC2138,Rural,Gravel,8,8,71,Clear,Daylight,9.66,Moderate
SC2139,Urban,Mud,15,3,279,Rainy,Night_Streetlights,10.11,Moderate
SC2140,Urban,Gravel,18,9,89,Drizzle,Night_Dark,10.59,Severe
SC2141,Rural,Asphalt,13,13,128,Mist,Daylight,11.99,Severe
SC2142,Rural,Gravel,7,5,269,Thunderstorm,Night_Streetlights,6.98,Moderate
SC2143,Rural,Gravel,14,5,23,Clear,Dawn,9.12,Moderate
SC2144,Urban,Concrete,8,4,165,Drizzle,Dawn,5.18,Moderate
SC2145,Urban,Asphalt,7,3,112,Foggy,Daylight,4.77,Low
SC2146,Urban,Mud,14,14,391,Thunderstorm,Night_Dark,8.58,Extreme
SC2147,Rural,Asphalt,14,14,474,Thunderstorm,Dawn,6.2,Extreme
SC2148,Rural,Gravel,9,1,92,Mist,Dawn,11.49,Low
SC2149,Urban,Mud,6,3,46,Clear,Night_Streetlights,6.06,Low
SC2150,Rural,Asphalt,12,1,135,Cloudy,Night_Dark,3.68,Low
SC2151,Urban,Mud,20,6,173,Mist,Dawn,9.08,Moderate
SC2152,Urban,Concrete,13,9,306,Rainy,Dawn,9.76,Severe
SC2153,Rural,Concrete,6,3,154,Foggy,Daylight,8.13,Moderate
SC2154,Urban,Dirt,14,5,284,Thunderstorm,Night_Dark,6.05,Moderate
SC2155,Rural,Mud,13,3,131,Foggy,Dusk,9.07,Moderate
SC2156,Rural,Gravel,17,6,95,Clear,Dawn,4.53,Moderate
SC2157,Urban,Concrete,8,3,283,Thunderstorm,Night_Dark,9.11,Moderate
SC2158,Urban,Concrete,7,6,97,Mist,Dawn,11.65,Moderate
SC2159,Urban,Gravel,11,11,128,Foggy,Dawn,10.3,Severe
SC2160,Rural,Asphalt,11,7,18,Clear,Dusk,3.47,Moderate
SC2161,Rural,Asphalt,17,16,150,Drizzle,Night_Streetlights,6.43,Extreme
SC2162,Urban,Concrete,16,6,112,Cloudy,Night_Streetlights,6.9,Moderate
SC2163,Rural,Gravel,5,3,59,Clear,Dusk,3.59,Low
SC2164,Rural,Asphalt,11,6,128,Foggy,Dusk,10.81,Moderate
SC2165,Rural,Concrete,18,0,201,Drizzle,Daylight,9.86,Moderate
SC2166,Urban,Mud,16,9,157,Foggy,Night_Streetlights,6.49,Severe
SC2167,Rural,Gravel,10,7,176,Rainy,Dusk,6.38,Moderate
SC2168,Urban,Concrete,20,12,306,Thunderstorm,Daylight,11.86,Extreme
SC2169,Urban,Mud,16,16,32,Clear,Dusk,8.9,Extreme
SC2170,Rural,Gravel,5,0,152,Mist,Night_Streetlights,11.57,Low
SC2171,Urban,Asphalt,12,12,215,Drizzle,Dusk,11.22,Severe
SC2172,Urban,Dirt,15,13,137,Cloudy,Dawn,2.01,Severe
SC2173,Urban,Concrete,18,8,89,Clear,Dusk,10.05,Moderate
SC2174,Urban,Mud,16,3,128,Mist,Night_Streetlights,6.72,Moderate
SC2175,Urban,Concrete,15,11,200,Drizzle,Dawn,9.59,Severe
SC2176,Rural,Mud,18,17,124,Rainy,Daylight,8.9,Extreme
SC2177,Urban,Asphalt,6,1,169,Cloudy,Night_Streetlights,6.12,Low
SC2178,Urban,Asphalt,19,4,108,Mist,Night_Dark,9.38,Moderate
SC2179,Rural,Concrete,13,0,75,Clear,Dawn,6.09,Low
SC2180,Rural,Gravel,15,7,80,Cloudy,Dawn,2.94,Moderate
SC2181,Urban,Gravel,13,8,21,Clear,Night_Streetlights,8.57,Moderate
SC2182,Rural,Asphalt,18,10,275,Thunderstorm,Daylight,2.89,Extreme
SC2183,Urban,Mud,5,3,189,Foggy,Dusk,11.35,Moderate
SC2184,Urban,Dirt,5,5,35,Clear,Dawn,3.93,Low
SC2185,Urban,Concrete,10,3,185,Mist,Dawn,4.09,Moderate
SC2186,Rural,Concrete,19,7,278,Rainy,Dawn,3.35,Severe
SC2187,Urban,Asphalt,18,4,96,Drizzle,Dusk,10.34,Moderate
SC2188,Rural,Concrete,10,5,128,Rainy,Dawn,7.33,Moderate
SC2189,Urban,Dirt,11,1,19,Clear,Daylight,6.15,Low
SC2190,Urban,Dirt,13,11,146,Mist,Daylight,9.14,Severe
SC2191,Rural,Mud,11,7,228,Rainy,Daylight,3.72,Moderate
SC2192,Rural,Dirt,11,11,85,Drizzle,Dusk,3.96,Severe
SC2193,Rural,Gravel,19,2,473,Thunderstorm,Night_Dark,7.81,Severe
SC2194,Urban,Concrete,8,8,172,Cloudy,Night_Dark,5.95,Moderate
SC2195,Urban,Mud,10,8,29,Clear,Night_Dark,9.99,Moderate
SC2196,Urban,Concrete,7,3,237,Foggy,Night_Dark,7.52,Moderate
SC2197,Urban,Gravel,15,4,125,Drizzle,Dusk,2.44,Moderate
SC2198,Urban,Dirt,7,2,163,Cloudy,Daylight,2.71,Low
SC2199,Urban,Mud,19,5,167,Mist,Dusk,4.76,Moderate
SC2200,Urban,Gravel,5,5,88,Clear,Dawn,2.24,Moderate
SC2201,Urban,Asphalt,7,1,128,Drizzle,Daylight,6.81,Low
SC2202,Rural,Asphalt,16,1,451,Thunderstorm,Night_Dark,8.31,Moderate
SC2203,Urban,Mud,16,10,128,Mist,Daylight,8.72,Severe
SC2204,Rural,Mud,13,2,271,Thunderstorm,Dusk,7.46,Moderate
SC2205,Rural,Concrete,7,2,124,Drizzle,Night_Streetlights,10.24,Low
SC2206,Urban,Gravel,20,1,209,Drizzle,Night_Streetlights,6.35,Moderate
SC2207,Urban,Asphalt,5,5,166,Foggy,Dawn,10.86,Moderate
SC2208,Rural,Dirt,7,5,172,Mist,Dusk,7.16,Moderate
SC2209,Urban,Mud,8,3,225,Rainy,Night_Streetlights,3.49,Moderate
SC2210,Urban,Gravel,6,2,159,Drizzle,Dusk,10.22,Low
SC2211,Rural,Mud,6,5,140,Mist,Dawn,2.53,Moderate
SC2212,Urban,Concrete,19,19,210,Rainy,Night_Dark,9.87,Extreme
SC2213,Urban,Asphalt,6,2,62,Cloudy,Dawn,11.28,Low
SC2214,Rural,Dirt,8,8,484,Thunderstorm,Night_Dark,7.29,Severe
SC2215,Rural,Asphalt,10,8,140,Mist,Dusk,6.98,Moderate
SC2216,Urban,Concrete,7,6,188,Rainy,Daylight,4.42,Moderate
SC2217,Urban,Asphalt,14,11,101,Mist,Night_Streetlights,7.22,Severe
SC2218,Rural,Gravel,5,1,187,Drizzle,Daylight,9.56,Low
SC2219,Rural,Concrete,18,6,93,Mist,Night_Dark,5.1,Moderate
SC2220,Urban,Gravel,17,9,281,Rainy,Dawn,5.9,Severe
SC2221,Rural,Gravel,6,1,353,Thunderstorm,Dusk,9.89,Moderate
SC2222,Rural,Gravel,14,3,105,Foggy,Daylight,8.69,Moderate
SC2223,Rural,Dirt,13,13,154,Drizzle,Night_Streetlights,7.13,Severe
SC2224,Urban,Mud,8,5,311,Thunderstorm,Daylight,7.56,Moderate
SC2225,Urban,Mud,15,4,369,Thunderstorm,Dusk,8.1,Severe
SC2226,Rural,Asphalt,6,6,37,Clear,Dusk,4.39,Moderate
SC2227,Urban,Concrete,11,8,315,Thunderstorm,Dusk,7.87,Severe
SC2228,Rural,Asphalt,9,1,91,Mist,Daylight,2.95,Low
SC2229,Rural,Mud,8,8,112,Foggy,Night_Streetlights,8.06,Moderate
SC2230,Urban,Concrete,11,7,155,Foggy,Dawn,3.35,Moderate
SC2231,Urban,Gravel,6,5,9,Clear,Night_Streetlights,11.56,Low
SC2232,Rural,Mud,17,3,368,Thunderstorm,Dusk,11.61,Moderate
SC2233,Urban,Dirt,11,0,3,Clear,Daylight,7.86,Low
SC2234,Rural,Gravel,9,9,67,Clear,Night_Dark,11.24,Moderate
SC2235,Rural,Concrete,20,8,152,Drizzle,Night_Streetlights,10.23,Severe
SC2236,Urban,Mud,5,4,167,Mist,Night_Streetlights,4.14,Moderate
SC2237,Rural,Gravel,7,4,68,Cloudy,Dawn,10.09,Low
SC2238,Rural,Mud,14,3,29,Clear,Night_Dark,5.97,Low
SC2239,Rural,Dirt,9,6,299,Thunderstorm,Dawn,3.71,Moderate
SC2240,Urban,Concrete,9,1,161,Foggy,Night_Dark,6.51,Low
SC2241,Rural,Gravel,7,4,129,Rainy,Dawn,8.95,Moderate
SC2242,Urban,Gravel,18,1,193,Foggy,Night_Dark,8.3,Moderate
SC2243,Urban,Gravel,18,13,310,Rainy,Night_Streetlights,2.46,Extreme
SC2244,Urban,Asphalt,18,0,200,Mist,Daylight,2.42,Moderate
SC2245,Urban,Concrete,16,12,201,Foggy,Daylight,10.85,Extreme
SC2246,Urban,Asphalt,19,2,202,Rainy,Daylight,11.4,Moderate
SC2247,Urban,Concrete,13,5,141,Cloudy,Daylight,2.52,Moderate
SC2248,Urban,Dirt,8,7,280,Rainy,Night_Dark,10.47,Moderate
SC2249,Urban,Dirt,13,4,110,Foggy,Daylight,3.16,Moderate
SC2250,Urban,Gravel,19,6,337,Thunderstorm,Night_Dark,4.98,Severe
SC2251,Urban,Dirt,11,3,285,Rainy,Dawn,5.74,Moderate
SC2252,Urban,Asphalt,19,0,77,Clear,Dusk,10.22,Low
SC2253,Rural,Mud,7,4,173,Foggy,Night_Dark,7.74,Moderate
SC2254,Rural,Asphalt,10,6,187,Drizzle,Night_Dark,9.67,Moderate
SC2255,Rural,Mud,19,2,477,Thunderstorm,Dusk,7.22,Severe
SC2256,Rural,Concrete,12,2,184,Foggy,Night_Streetlights,7.65,Moderate
SC2257,Urban,Gravel,14,9,408,Thunderstorm,Night_Dark,9.92,Extreme
SC2258,Urban,Concrete,10,3,125,Cloudy,Dawn,9.81,Moderate
SC2259,Rural,Dirt,6,3,105,Foggy,Night_Dark,11.9,Low
SC2260,Urban,Dirt,19,13,127,Rainy,Dawn,8.42,Extreme
SC2261,Urban,Concrete,12,8,136,Drizzle,Night_Dark,5.26,Moderate
SC2262,Rural,Mud,9,8,176,Mist,Daylight,2.17,Moderate
SC2263,Urban,Gravel,8,2,191,Drizzle,Night_Streetlights,5.41,Moderate
SC2264,Urban,Mud,16,4,231,Rainy,Night_Dark,8.61,Moderate
SC2265,Rural,Asphalt,16,13,118,Foggy,Night_Streetlights,11.23,Severe
SC2266,Urban,Concrete,18,3,137,Foggy,Night_Streetlights,9.66,Moderate
SC2267,Rural,Mud,8,4,149,Foggy,Dusk,9.77,Moderate
SC2268,Urban,Dirt,14,13,180,Cloudy,Night_Dark,4.72,Extreme
SC2269,Urban,Asphalt,20,7,250,Thunderstorm,Daylight,2.07,Severe
SC2270,Rural,Mud,17,2,114,Foggy,Night_Streetlights,3.17,Moderate
SC2271,Urban,Dirt,11,9,42,Clear,Dawn,10.24,Moderate
SC2272,Urban,Asphalt,6,4,82,Clear,Night_Streetlights,4.79,Low
SC2273,Urban,Gravel,6,3,354,Thunderstorm,Dusk,9.74,Moderate
SC2274,Urban,Mud,19,13,410,Thunderstorm,Night_Dark,3.44,Extreme
SC2275,Urban,Gravel,13,0,194,Mist,Dusk,6.95,Low
SC2276,Rural,Dirt,6,5,234,Rainy,Daylight,10.85,Moderate
